participant_name,ev,market,line,game,date
Spencer Dinwiddie,22.950000000000003,player_rebounds_over_under,2.5,fantasy__2024-01-25__5e7fe25916472fc1c04a4ecdf74034bd__player_rebounds_over_under.json,2024-01-25
Corey Kispert,22.435,player_points_over_under,8.5,fantasy__2024-01-25__9b4045e197ae1fbb1c635928fa6f9318__player_points_over_under.json,2024-01-25
Buddy Hield,22.224999999999998,player_assists_over_under,2.5,fantasy__2024-01-25__c45c05cb32470032cb0d4024055043e9__player_assists_over_under.json,2024-01-25
Mike Conley,21.7,player_assists_over_under,6.5,fantasy__2024-01-25__5e7fe25916472fc1c04a4ecdf74034bd__player_assists_over_under.json,2024-01-25
Naz Reid,21.610000000000003,player_threes_over_under,1.5,fantasy__2024-01-25__5e7fe25916472fc1c04a4ecdf74034bd__player_threes_over_under.json,2024-01-25
Karl-Anthony Towns,21.410000000000004,player_steals_over_under,0.5,fantasy__2024-01-25__5e7fe25916472fc1c04a4ecdf74034bd__player_steals_over_under.json,2024-01-25
Aaron Gordon,20.624999999999996,player_assists_over_under,2.5,fantasy__2024-01-25__f4a288bcec73824f4cf54fb0d51ccdb3__player_assists_over_under.json,2024-01-25
Michael Porter Jr.,19.840000000000003,player_assists_rebounds_over_under,6.5,fantasy__2024-01-25__f4a288bcec73824f4cf54fb0d51ccdb3__player_assists_rebounds_over_under.json,2024-01-25
Mike Conley,19.469999999999995,player_rebounds_over_under,2.5,fantasy__2024-01-25__5e7fe25916472fc1c04a4ecdf74034bd__player_rebounds_over_under.json,2024-01-25
Pascal Siakam,19.199999999999996,player_steals_over_under,0.5,fantasy__2024-01-25__c45c05cb32470032cb0d4024055043e9__player_steals_over_under.json,2024-01-25
Al Horford,18.39,player_blocks_over_under,0.5,fantasy__2024-01-25__7f6638c43a4c4be4f256a85307594b8c__player_blocks_over_under.json,2024-01-25
Klay Thompson,18.069999999999997,player_steals_over_under,0.5,fantasy__2024-01-25__2ba5e1c7f6255a42f0abd85b7584d7ce__player_steals_over_under.json,2024-01-25
Jimmy Butler,17.799999999999997,player_threes_over_under,0.5,fantasy__2024-01-25__7f6638c43a4c4be4f256a85307594b8c__player_threes_over_under.json,2024-01-25
Jimmy Butler,17.680000000000007,player_blocks_steals_over_under,1.5,fantasy__2024-01-25__7f6638c43a4c4be4f256a85307594b8c__player_blocks_steals_over_under.json,2024-01-25
Alex Caruso,17.064999999999998,player_rebounds_over_under,3.5,fantasy__2024-01-25__f67f91bcc7c5d932fdda5436b11bb256__player_rebounds_over_under.json,2024-01-25
Malik Monk,16.785,player_points_over_under,15.5,fantasy__2024-01-25__2ba5e1c7f6255a42f0abd85b7584d7ce__player_points_over_under.json,2024-01-25
Michael Porter Jr.,16.540000000000006,player_blocks_steals_over_under,1.5,fantasy__2024-01-25__f4a288bcec73824f4cf54fb0d51ccdb3__player_blocks_steals_over_under.json,2024-01-25
Bennedict Mathurin,16.540000000000006,player_assists_over_under,1.5,fantasy__2024-01-25__c45c05cb32470032cb0d4024055043e9__player_assists_over_under.json,2024-01-25
Dorian Finney-Smith,16.129999999999995,player_blocks_steals_over_under,1.5,fantasy__2024-01-25__5e7fe25916472fc1c04a4ecdf74034bd__player_blocks_steals_over_under.json,2024-01-25
Dorian Finney-Smith,15.450000000000003,player_assists_over_under,1.5,fantasy__2024-01-25__5e7fe25916472fc1c04a4ecdf74034bd__player_assists_over_under.json,2024-01-25
Josh Richardson,15.299999999999997,player_assists_over_under,1.5,fantasy__2024-01-25__7f6638c43a4c4be4f256a85307594b8c__player_assists_over_under.json,2024-01-25
Jordan Clarkson,14.754999999999995,player_rebounds_over_under,3.5,fantasy__2024-01-25__9b4045e197ae1fbb1c635928fa6f9318__player_rebounds_over_under.json,2024-01-25
Dennis Smith Jr.,14.719999999999999,player_blocks_steals_over_under,1.5,fantasy__2024-01-25__5e7fe25916472fc1c04a4ecdf74034bd__player_blocks_steals_over_under.json,2024-01-25
Malik Monk,14.719999999999999,player_blocks_steals_over_under,1.5,fantasy__2024-01-25__2ba5e1c7f6255a42f0abd85b7584d7ce__player_blocks_steals_over_under.json,2024-01-25
Peyton Watson,14.719999999999999,player_blocks_over_under,0.5,fantasy__2024-01-25__f4a288bcec73824f4cf54fb0d51ccdb3__player_blocks_over_under.json,2024-01-25
Payton Pritchard,14.719999999999999,player_rebounds_over_under,2.5,fantasy__2024-01-25__7f6638c43a4c4be4f256a85307594b8c__player_rebounds_over_under.json,2024-01-25
Jericho Sims,14.719999999999999,player_points_rebounds_over_under,9.5,fantasy__2024-01-25__f4a288bcec73824f4cf54fb0d51ccdb3__player_points_rebounds_over_under.json,2024-01-25
Nikola Jokic,14.454999999999998,player_rebounds_over_under,11.5,fantasy__2024-01-25__f4a288bcec73824f4cf54fb0d51ccdb3__player_rebounds_over_under.json,2024-01-25
Nicolas Batum,14.129999999999995,player_blocks_steals_over_under,1.5,fantasy__2024-01-25__c45c05cb32470032cb0d4024055043e9__player_blocks_steals_over_under.json,2024-01-25
Al Horford,13.509999999999998,player_threes_over_under,1.5,fantasy__2024-01-25__7f6638c43a4c4be4f256a85307594b8c__player_threes_over_under.json,2024-01-25
Taurean Prince,13.509999999999998,player_assists_rebounds_over_under,4.5,fantasy__2024-01-25__f67f91bcc7c5d932fdda5436b11bb256__player_assists_rebounds_over_under.json,2024-01-25
Corey Kispert,13.340000000000003,player_rebounds_over_under,1.5,fantasy__2024-01-25__9b4045e197ae1fbb1c635928fa6f9318__player_rebounds_over_under.json,2024-01-25
Buddy Hield,13.035,player_rebounds_over_under,3.5,fantasy__2024-01-25__c45c05cb32470032cb0d4024055043e9__player_rebounds_over_under.json,2024-01-25
Kyle Anderson,12.689999999999998,player_points_over_under,5.5,fantasy__2024-01-25__5e7fe25916472fc1c04a4ecdf74034bd__player_points_over_under.json,2024-01-25
Jayson Tatum,12.689999999999998,player_blocks_steals_over_under,1.5,fantasy__2024-01-25__7f6638c43a4c4be4f256a85307594b8c__player_blocks_steals_over_under.json,2024-01-25
Walker Kessler,12.689999999999998,player_blocks_steals_over_under,2.5,fantasy__2024-01-25__9b4045e197ae1fbb1c635928fa6f9318__player_blocks_steals_over_under.json,2024-01-25
Obi Toppin,11.82,player_threes_over_under,0.5,fantasy__2024-01-25__c45c05cb32470032cb0d4024055043e9__player_threes_over_under.json,2024-01-25
Nickeil Alexander-Walker,11.82,player_rebounds_over_under,1.5,fantasy__2024-01-25__5e7fe25916472fc1c04a4ecdf74034bd__player_rebounds_over_under.json,2024-01-25
Mikal Bridges,11.54,player_assists_over_under,3.5,fantasy__2024-01-25__5e7fe25916472fc1c04a4ecdf74034bd__player_assists_over_under.json,2024-01-25
Kristaps Porzingis,11.130000000000003,player_blocks_steals_over_under,2.5,fantasy__2024-01-25__7f6638c43a4c4be4f256a85307594b8c__player_blocks_steals_over_under.json,2024-01-25
Bilal Coulibaly,11.130000000000003,player_assists_over_under,1.5,fantasy__2024-01-25__9b4045e197ae1fbb1c635928fa6f9318__player_assists_over_under.json,2024-01-25
Josh Hart,10.909999999999997,player_points_over_under,6.5,fantasy__2024-01-25__f4a288bcec73824f4cf54fb0d51ccdb3__player_points_over_under.json,2024-01-25
Jordan Poole,10.84,player_steals_over_under,0.5,fantasy__2024-01-25__9b4045e197ae1fbb1c635928fa6f9318__player_steals_over_under.json,2024-01-25
Buddy Hield,10.399999999999999,player_assists_rebounds_over_under,6.5,fantasy__2024-01-25__c45c05cb32470032cb0d4024055043e9__player_assists_rebounds_over_under.json,2024-01-25
Ayo Dosunmu,10.170000000000002,player_assists_over_under,2.5,fantasy__2024-01-25__f67f91bcc7c5d932fdda5436b11bb256__player_assists_over_under.json,2024-01-25
Kelly Oubre Jr.,9.55,player_threes_over_under,1.5,fantasy__2024-01-25__c45c05cb32470032cb0d4024055043e9__player_threes_over_under.json,2024-01-25
Aaron Gordon,9.409999999999997,player_assists_rebounds_over_under,8.5,fantasy__2024-01-25__f4a288bcec73824f4cf54fb0d51ccdb3__player_assists_rebounds_over_under.json,2024-01-25
Payton Pritchard,9.409999999999997,player_assists_rebounds_over_under,4.5,fantasy__2024-01-25__7f6638c43a4c4be4f256a85307594b8c__player_assists_rebounds_over_under.json,2024-01-25
Tyrese Maxey,9.169999999999998,player_rebounds_over_under,3.5,fantasy__2024-01-25__c45c05cb32470032cb0d4024055043e9__player_rebounds_over_under.json,2024-01-25
Kentavious Caldwell-Pope,9.0,player_steals_over_under,1.5,fantasy__2024-01-25__f4a288bcec73824f4cf54fb0d51ccdb3__player_steals_over_under.json,2024-01-25
Al Horford,8.954999999999998,player_assists_points_rebounds_over_under,14.5,fantasy__2024-01-25__7f6638c43a4c4be4f256a85307594b8c__player_assists_points_rebounds_over_under.json,2024-01-25
Harrison Barnes,8.619999999999997,player_steals_over_under,0.5,fantasy__2024-01-25__2ba5e1c7f6255a42f0abd85b7584d7ce__player_steals_over_under.json,2024-01-25
Joel Embiid,8.465,player_blocks_over_under,1.5,fantasy__2024-01-25__c45c05cb32470032cb0d4024055043e9__player_blocks_over_under.json,2024-01-25
Tyrese Maxey,8.46,player_threes_over_under,3.5,fantasy__2024-01-25__c45c05cb32470032cb0d4024055043e9__player_threes_over_under.json,2024-01-25
Bilal Coulibaly,8.350000000000001,player_rebounds_over_under,3.5,fantasy__2024-01-25__9b4045e197ae1fbb1c635928fa6f9318__player_rebounds_over_under.json,2024-01-25
Coby White,8.350000000000001,player_assists_over_under,5.5,fantasy__2024-01-25__f67f91bcc7c5d932fdda5436b11bb256__player_assists_over_under.json,2024-01-25
Joel Embiid,8.350000000000001,player_assists_over_under,5.5,fantasy__2024-01-25__c45c05cb32470032cb0d4024055043e9__player_assists_over_under.json,2024-01-25
Domantas Sabonis,8.350000000000001,player_assists_points_over_under,29.5,fantasy__2024-01-25__2ba5e1c7f6255a42f0abd85b7584d7ce__player_assists_points_over_under.json,2024-01-25
Julius Randle,8.350000000000001,player_steals_over_under,0.5,fantasy__2024-01-25__f4a288bcec73824f4cf54fb0d51ccdb3__player_steals_over_under.json,2024-01-25
De'Aaron Fox,8.25,player_steals_over_under,1.5,fantasy__2024-01-25__2ba5e1c7f6255a42f0abd85b7584d7ce__player_steals_over_under.json,2024-01-25
Dario Saric,8.135000000000002,player_rebounds_over_under,5.5,fantasy__2024-01-25__2ba5e1c7f6255a42f0abd85b7584d7ce__player_rebounds_over_under.json,2024-01-25
Klay Thompson,7.925000000000001,player_rebounds_over_under,3.5,fantasy__2024-01-25__2ba5e1c7f6255a42f0abd85b7584d7ce__player_rebounds_over_under.json,2024-01-25
Kevin Huerter,7.555,player_assists_over_under,2.5,fantasy__2024-01-25__2ba5e1c7f6255a42f0abd85b7584d7ce__player_assists_over_under.json,2024-01-25
Precious Achiuwa,7.520000000000003,player_points_over_under,6.5,fantasy__2024-01-25__f4a288bcec73824f4cf54fb0d51ccdb3__player_points_over_under.json,2024-01-25
Mike Conley,7.520000000000003,player_assists_rebounds_over_under,9.5,fantasy__2024-01-25__5e7fe25916472fc1c04a4ecdf74034bd__player_assists_rebounds_over_under.json,2024-01-25
Jaylen Brown,7.520000000000003,player_rebounds_over_under,5.5,fantasy__2024-01-25__7f6638c43a4c4be4f256a85307594b8c__player_rebounds_over_under.json,2024-01-25
Haywood Highsmith,7.520000000000003,player_points_rebounds_over_under,8.5,fantasy__2024-01-25__7f6638c43a4c4be4f256a85307594b8c__player_points_rebounds_over_under.json,2024-01-25
Ayo Dosunmu,7.520000000000003,player_assists_points_over_under,12.5,fantasy__2024-01-25__f67f91bcc7c5d932fdda5436b11bb256__player_assists_points_over_under.json,2024-01-25
Rudy Gobert,7.520000000000003,player_steals_over_under,0.5,fantasy__2024-01-25__5e7fe25916472fc1c04a4ecdf74034bd__player_steals_over_under.json,2024-01-25
Austin Reaves,7.460000000000001,player_threes_over_under,1.5,fantasy__2024-01-25__f67f91bcc7c5d932fdda5436b11bb256__player_threes_over_under.json,2024-01-25
Duncan Robinson,7.210000000000001,player_points_over_under,7.5,fantasy__2024-01-25__7f6638c43a4c4be4f256a85307594b8c__player_points_over_under.json,2024-01-25
Mikal Bridges,7.210000000000001,player_assists_rebounds_over_under,8.5,fantasy__2024-01-25__5e7fe25916472fc1c04a4ecdf74034bd__player_assists_rebounds_over_under.json,2024-01-25
Quentin Grimes,6.864999999999998,player_threes_over_under,1.5,fantasy__2024-01-25__f4a288bcec73824f4cf54fb0d51ccdb3__player_threes_over_under.json,2024-01-25
Corey Kispert,6.849999999999998,player_threes_over_under,1.5,fantasy__2024-01-25__9b4045e197ae1fbb1c635928fa6f9318__player_threes_over_under.json,2024-01-25
Jericho Sims,6.649999999999999,player_assists_points_rebounds_over_under,10.5,fantasy__2024-01-25__f4a288bcec73824f4cf54fb0d51ccdb3__player_assists_points_rebounds_over_under.json,2024-01-25
Jimmy Butler,6.649999999999999,player_assists_rebounds_over_under,9.5,fantasy__2024-01-25__7f6638c43a4c4be4f256a85307594b8c__player_assists_rebounds_over_under.json,2024-01-25
Patrick Beverley,6.649999999999999,player_assists_rebounds_over_under,9.5,fantasy__2024-01-25__c45c05cb32470032cb0d4024055043e9__player_assists_rebounds_over_under.json,2024-01-25
Tyler Herro,6.649999999999999,player_rebounds_over_under,5.5,fantasy__2024-01-25__7f6638c43a4c4be4f256a85307594b8c__player_rebounds_over_under.json,2024-01-25
Rui Hachimura,6.649999999999999,player_rebounds_over_under,2.5,fantasy__2024-01-25__f67f91bcc7c5d932fdda5436b11bb256__player_rebounds_over_under.json,2024-01-25
Terry Rozier,6.550000000000001,player_rebounds_over_under,3.5,fantasy__2024-01-25__7f6638c43a4c4be4f256a85307594b8c__player_rebounds_over_under.json,2024-01-25
Nicolas Batum,6.550000000000001,player_assists_over_under,2.5,fantasy__2024-01-25__c45c05cb32470032cb0d4024055043e9__player_assists_over_under.json,2024-01-25
Karl-Anthony Towns,6.460000000000001,player_threes_over_under,2.5,fantasy__2024-01-25__5e7fe25916472fc1c04a4ecdf74034bd__player_threes_over_under.json,2024-01-25
Sam Hauser,6.329999999999998,player_points_over_under,5.5,fantasy__2024-01-25__7f6638c43a4c4be4f256a85307594b8c__player_points_over_under.json,2024-01-25
Nicolas Batum,6.329999999999998,player_assists_rebounds_over_under,7.5,fantasy__2024-01-25__c45c05cb32470032cb0d4024055043e9__player_assists_rebounds_over_under.json,2024-01-25
Josh Hart,6.329999999999998,player_points_rebounds_over_under,13.5,fantasy__2024-01-25__f4a288bcec73824f4cf54fb0d51ccdb3__player_points_rebounds_over_under.json,2024-01-25
Haywood Highsmith,6.329999999999998,player_assists_points_over_under,5.5,fantasy__2024-01-25__7f6638c43a4c4be4f256a85307594b8c__player_assists_points_over_under.json,2024-01-25
Jamal Murray,6.310000000000002,player_assists_points_rebounds_over_under,36.5,fantasy__2024-01-25__f4a288bcec73824f4cf54fb0d51ccdb3__player_assists_points_rebounds_over_under.json,2024-01-25
Kyle Anderson,6.145,player_assists_over_under,3.5,fantasy__2024-01-25__5e7fe25916472fc1c04a4ecdf74034bd__player_assists_over_under.json,2024-01-25
Sam Hauser,6.109999999999999,player_threes_over_under,1.5,fantasy__2024-01-25__7f6638c43a4c4be4f256a85307594b8c__player_threes_over_under.json,2024-01-25
Karl-Anthony Towns,6.100000000000001,player_points_over_under,23.5,fantasy__2024-01-25__5e7fe25916472fc1c04a4ecdf74034bd__player_points_over_under.json,2024-01-25
Klay Thompson,5.990000000000002,player_threes_over_under,3.5,fantasy__2024-01-25__2ba5e1c7f6255a42f0abd85b7584d7ce__player_threes_over_under.json,2024-01-25
Kentavious Caldwell-Pope,5.854999999999997,player_rebounds_over_under,2.5,fantasy__2024-01-25__f4a288bcec73824f4cf54fb0d51ccdb3__player_rebounds_over_under.json,2024-01-25
Tyrese Maxey,5.75,player_assists_points_rebounds_over_under,40.5,fantasy__2024-01-25__c45c05cb32470032cb0d4024055043e9__player_assists_points_rebounds_over_under.json,2024-01-25
Jalen Brunson,5.75,player_assists_rebounds_over_under,10.5,fantasy__2024-01-25__f4a288bcec73824f4cf54fb0d51ccdb3__player_assists_rebounds_over_under.json,2024-01-25
Walker Kessler,5.75,player_assists_rebounds_over_under,8.5,fantasy__2024-01-25__9b4045e197ae1fbb1c635928fa6f9318__player_assists_rebounds_over_under.json,2024-01-25
De'Aaron Fox,5.75,player_assists_rebounds_over_under,9.5,fantasy__2024-01-25__2ba5e1c7f6255a42f0abd85b7584d7ce__player_assists_rebounds_over_under.json,2024-01-25
Royce O'Neale,5.75,player_assists_rebounds_over_under,5.5,fantasy__2024-01-25__5e7fe25916472fc1c04a4ecdf74034bd__player_assists_rebounds_over_under.json,2024-01-25
Pascal Siakam,5.75,player_assists_over_under,4.5,fantasy__2024-01-25__c45c05cb32470032cb0d4024055043e9__player_assists_over_under.json,2024-01-25
Peyton Watson,5.75,player_assists_points_over_under,6.5,fantasy__2024-01-25__f4a288bcec73824f4cf54fb0d51ccdb3__player_assists_points_over_under.json,2024-01-25
Derrick White,5.740000000000002,player_threes_over_under,2.5,fantasy__2024-01-25__7f6638c43a4c4be4f256a85307594b8c__player_threes_over_under.json,2024-01-25
Lauri Markkanen,5.719999999999999,player_points_over_under,25.5,fantasy__2024-01-25__9b4045e197ae1fbb1c635928fa6f9318__player_points_over_under.json,2024-01-25
Jordan Poole,5.520000000000003,player_points_over_under,16.5,fantasy__2024-01-25__9b4045e197ae1fbb1c635928fa6f9318__player_points_over_under.json,2024-01-25
Al Horford,5.469999999999999,player_rebounds_over_under,5.5,fantasy__2024-01-25__7f6638c43a4c4be4f256a85307594b8c__player_rebounds_over_under.json,2024-01-25
Marvin Bagley Iii,5.409999999999997,player_assists_points_rebounds_over_under,18.5,fantasy__2024-01-25__9b4045e197ae1fbb1c635928fa6f9318__player_assists_points_rebounds_over_under.json,2024-01-25
Delon Wright,5.409999999999997,player_points_over_under,4.5,fantasy__2024-01-25__9b4045e197ae1fbb1c635928fa6f9318__player_points_over_under.json,2024-01-25
Paul Reed,5.409999999999997,player_points_over_under,4.5,fantasy__2024-01-25__c45c05cb32470032cb0d4024055043e9__player_points_over_under.json,2024-01-25
Christian Braun,5.409999999999997,player_points_over_under,4.5,fantasy__2024-01-25__f4a288bcec73824f4cf54fb0d51ccdb3__player_points_over_under.json,2024-01-25
Kentavious Caldwell-Pope,5.409999999999997,player_assists_rebounds_over_under,4.5,fantasy__2024-01-25__f4a288bcec73824f4cf54fb0d51ccdb3__player_assists_rebounds_over_under.json,2024-01-25
Christian Wood,5.409999999999997,player_assists_rebounds_over_under,5.5,fantasy__2024-01-25__f67f91bcc7c5d932fdda5436b11bb256__player_assists_rebounds_over_under.json,2024-01-25
Myles Turner,5.409999999999997,player_assists_rebounds_over_under,7.5,fantasy__2024-01-25__c45c05cb32470032cb0d4024055043e9__player_assists_rebounds_over_under.json,2024-01-25
Jordan Clarkson,5.409999999999997,player_assists_rebounds_over_under,8.5,fantasy__2024-01-25__9b4045e197ae1fbb1c635928fa6f9318__player_assists_rebounds_over_under.json,2024-01-25
